"","8.061111111","8.23","8.307142857","8.394","8.47375","8.516153846","8.545666667","8.904761905","8.99","9.26","9.693125","9.7","9.755306122","9.776","9.89","9.915","9.95","10.22","10.255","10.32285714","10.471875","10.59333333","10.692","10.75428571","11.04931818","11.13","11.23666667","11.81888889","11.84727273","11.955","12.39733333","12.455","12.66740741","12.72882353","12.79166667","13.12375","13.18133333","13.24","13.26172414","13.35666667","13.388","13.7290678","13.79738095","13.86416667","14.05666667","14.25","14.29833333","14.37","14.52461538","14.58888889","14.64409091","14.6988","15.11","15.20823529","15.2425","15.30333333","15.375625","15.45769231","15.538","15.62272727","15.695","15.74219178","15.82555556","15.865","16.1575","16.20714286","16.2865","16.3974359","16.43","16.71571429","16.85142857","16.97470588","17.325","17.40942623","17.51333333","17.62533333","17.81857143","17.95647059","18.22411765","18.295","18.71884615","18.844","19.05166667","19.14","19.20891892","19.52538462","19.57333333","19.6197619","19.66514286","19.72268293","19.86137931","19.97269231","20.025","20.18","20.25794118","20.361875","20.45466667","20.51086207","20.568","20.8027027","20.84133333","21.00333333","21.09","21.12214286","21.21238095","21.34820513","21.405","21.49942857","21.52666667","21.57529412","21.82333333","21.90571429","22.11166667","22.16","22.262","22.35833333","22.38","22.424","22.55076923","22.59444444","22.62611111","22.7275","22.76894737","22.861","22.98714286","23.036","23.07416667","23.134","23.216","23.2525","23.39454545","23.44","23.51777778","23.68416667","23.8125","23.9","23.94","24.175","24.26","24.325","24.55375","24.59083333","24.63","24.66947368","24.72","24.7775","24.935","24.965","25.00285714","25.065","25.165","25.315","25.355","25.445","25.75","25.8425","25.925","26.054","26.15","26.1875","26.32","26.344","26.509","26.78859155","26.865","26.91857143","26.97666667","27.04857143","27.08333333","27.21666667","27.68736842","27.772","28.00727273","28.035","28.154","28.34","28.76285714","28.85","29.02866667","30.6275","30.80365385","30.84333333","30.88333333","31.1275","31.5425","31.61","31.64","32.61666667","33.63655172","33.664","34.11","34.26230769","34.2875","34.325","34.945","35.015","35.386","35.4325","36.111","36.235","36.28","36.91333333","36.94125","36.97166667","37.00818182","37.0488","37.07363636","37.10666667","37.56363636","37.6","38.5183871","38.54714286","42.72666667"
"M10",0.001,0.001,0.001,0.001,0.001,0.656209044,0.001,1.29607344,0.511533469,0.001,0.001,0.001,1.160380653,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.960073757,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.673418746,0.001,0.492099632,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.790678234,0.001,0.001,0.001,0.001,0.001,1.91977834,0.001,0.001,0.001,0.519126642,0.001,0.001,0.001,0.001,0.001,1.276480674,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.487404974,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.953277367,0.893702927,1.608299276,0.001,0.001,0.001,0.001,0.001,1.596596562,0.001,1.462951421,0.001,0.903194071,0.001,0.001,0.001,1.443735563,0.001,0.001,0.001,0.001,0.001,0.926227041,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.028090378,0.001,0.699482113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.754455356,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.759917359,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.850067678,0.001,0.001,0.001,0.001,0.001,0.604860373,0.001,2.650322966,0.001,0.001,1.30687292,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.698516889,0.001,0.001,0.001,0.001,0.001,1.726615832,0.001,0.001,0.001,2.603158123,0.001,0.001
"M12",0.001,0.001,0.486496101,0.001,0.001,0.001,1.223475035,0.001,0.001,0.001,0.863825002,0.238495138,1.547589335,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.769243807,0.001,0.001,0.683749204,0.001,0.001,0.001,0.001,0.001,0.001,0.787248402,0.001,0.001,0.001,0.001,0.001,2.684730505,0.001,0.001,0.001,0.911493369,0.001,0.001,0.001,0.001,0.001,1.679993859,0.001,0.001,0.001,0.001,0.001,0.870615087,0.001,0.733178114,0.001,0.001,0.620033548,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.267921362,1.068827588,2.197077169,0.912478262,0.001,0.001,0.001,0.001,0.84991929,0.001,1.183978694,0.499507423,1.353518908,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.698857646,0.76872002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.179580492,0.001,0.001,0.001,0.001,0.001,0.001,1.114496202,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.087867384,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.91034495,0.001,0.001,0.001,0.620040351,1.101273625,0.001,0.783353112,2.476686251,0.001,2.283327452,0.001,0.001
"M14",3.222626088,1.665421207,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.743584752,0.001,0.001,0.001,1.908244855,0.001,0.001,0.001,0.001,0.001,2.488403682,0.001,0.001,0.001,0.001,0.001,2.170811881,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.45834408,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.305802216,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.446554077,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.083419852,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.604211739,1.774361165,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"M15",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.109508313,0.001,0.001,0.001,4.143281264,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.931066896,1.804373591,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.152933705,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.656643337,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.678534526,0.001,0.001
"M16",0.001,0.001,0.68499149,0.001,1.008018318,0.565489464,1.533951981,0.001,0.001,0.001,0.001,0.001,1.500490114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.781635213,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.036708691,0.001,0.001,0.001,0.001,0.001,2.654904357,2.044091347,1.152850859,0.001,0.944617042,0.001,0.001,0.001,0.001,0.720084299,2.158788652,0.001,0.001,0.001,0.001,0.001,1.214243215,0.001,1.30488851,1.262663945,0.958005185,0.001,0.001,0.001,0.001,0.934825496,0.001,1.081451281,0.001,0.001,0.001,1.578001324,2.704899318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.579039457,0.944404419,0.876169387,1.277380326,0.001,0.001,0.001,0.001,0.001,0.001,1.333239633,0.001,1.705556918,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.965823626,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.154816539,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.384199217,0.001,0.001,0.001,0.001
"M17",2.330450218,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.172936005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.349430602,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.129806778,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.216889347,2.448433098,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.158815507,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.201668357,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.404370528,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.437315961,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.432698022,2.23493825,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.691612692,0.001,0.001
"M18",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.359812867,0.001,1.269796042,0.001,0.001,0.001,0.001,0.001,0.001,0.830954421,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.236168362,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.085813569,1.78801672,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.342678331,0.001,1.093764607,0.001,0.001,0.001,2.994897371,0.001,0.001,0.001,1.626113588,0.001,0.001,0.001,0.001,0.956011556,2.255520465,0.001,0.001,0.001,0.001,0.001,1.403673454,0.001,1.241294196,1.000158714,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.931650602,0.001,0.001,1.650950265,2.474334202,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.359023361,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.970758309,0.001,0.001,0.001,0.965819941,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.306852601,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.225467315,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"M19",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.185290411,0.001,0.306668154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.612741005,0.001,0.28667881,0.001,0.319390195,0.001,0.001,0.001,0.001,0.001,0.001,0.535907913,0.512400451,0.001,0.001,0.001,0.001,0.001,0.112951076,0.001,0.001,0.649259097,0.27458998,0.001,0.001,0.001,0.001,1.53572199,0.001,0.001,0.001,0.378066834,0.001,0.001,0.001,0.001,0.460963467,0.001,0.001,0.001,0.001,0.166510956,0.001,0.702318199,0.001,0.001,0.001,0.001,0.462365283,0.001,0.355154165,0.001,0.001,0.001,0.853199234,0.001,0.001,0.001,0.785023406,1.481127212,0.399495311,0.416050198,0.001,0.001,0.344544601,0.892823088,0.001,1.337654528,0.001,0.926509747,0.001,0.001,1.225253107,0.001,0.335763606,0.001,0.001,0.791463123,0.001,0.941845348,0.226751198,0.001,0.270556377,0.001,0.001,0.209834972,0.001,0.001,0.001,0.001,0.246005692,0.746427822,0.524367985,0.354555975,0.473516829,0.001,0.603248463,0.144253589,0.001,0.001,0.355609731,0.001,0.326738612,0.001,0.356890377,0.001,0.001,0.001,0.5244315,0.275524315,0.001,0.365436066,0.56520055,0.001,0.125518955,0.001,0.166517174,0.001,0.290686257,0.001,0.001,0.327509623,0.001,0.001,0.001,0.001,0.232626438,0.258608376,0.001,0.635648778,0.304275331,0.001,0.473835424,3.799041925,0.001,0.001,0.001,0.369708743,0.001,0.399539072,0.69256435,0.343036355,0.737209897,0.001,0.425574532,0.534995122,0.440860355,0.39401247,0.774039689,0.335818334,1.651943771,0.001,0.001,0.001,0.001,0.001,0.001,0.391971273,0.001,0.001,0.001,0.692243762,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.75274925,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"M2",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.153816857,0.001,1.242803384,0.001,1.513720089,0.001,0.001,0.001,0.001,0.001,0.001,0.599858036,0.001,1.311821569,1.540192299,0.001,0.001,0.001,0.001,0.001,1.262013779,0.001,0.873080242,0.812172458,0.805558241,0.001,1.23988716,0.001,0.69191422,0.001,0.001,0.001,0.001,1.04104201,0.883032936,0.001,0.001,0.001,0.976269832,0.507086384,0.914199762,0.001,0.001,0.001,0.847777836,0.509528955,0.001,1.190422812,0.001,0.001,0.001,1.074620182,0.001,0.001,0.001,0.001,1.289567809,0.001,0.001,0.001,0.001,0.001,0.001,1.684335213,0.001,0.001,0.001,0.001,0.001,0.001,1.021244877,0.001,0.001,0.001,1.436446328,0.001,0.001,0.001,0.001,3.178983351,0.923903585,0.761697792,0.001,0.001,0.567037276,0.001,0.427153907,0.001,0.001,0.760284382,0.001,0.001,0.001,0.700754647,1.127474549,1.450245682,1.558470757,1.156716386,0.001,0.001,0.681132476,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.738300132,1.019667366,0.001,0.001,0.001,1.278952356,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.502472969,0.001,1.088030369,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
