"","M10","M12","M14","M15","M16","M17","M18","M19","M2","M20","M21","M23","M24","M25","M26","M27","M28","M29","M3","M30","M31","M33","M35","M36","M37","M38","M39","M4","M40","M41","M43","M44","M45","M46","M47","M48","M5","M6","M7","M8","M9","P10","P12","P14","P15","P16","P17","P18","P19","P2","P20","P21","P23","P24","P25","P26","P27","P28","P29","P3","P30","P31","P33","P35","P36","P37","P38","P39","P4","P40","P41","P43","P44","P45","P46","P47","P48","P5","P6","P7","P8","P9"
"11.23666667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418965239,2.891010393,0,0,0,0,0,0,1.548907651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11.81888889",0.960073757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17009117,0,0.931835054,0,0,0,0,0.563448757,0,0.382698158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253018464,1.392185889,0,0,0,0,0,0,0,0.240564852,0,0,0,0,0,1.351497677,0,0,0,0,0,0
"11.84727273",0,0,0,0,0.781635213,0,1.236168362,0,0,0,0,1.295964244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271918661,0,0,0,0,0,0,0,1.151970809,1.935616412,0,0,1.229368502,0,0,0,0.437200673,0,0,0,0,0,0,0.915421593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318686507,0.58130798,0,0,0,0,0,0,0
"11.955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909546243,0,0,0,0,0,0,0.41169854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12.39733333",0,0,0,0,0,0,0,0.612741005,1.262013779,0,0,0.678911535,0.835989783,0,0,0,0,0.196056608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139948822,0,0.528604198,0,0,0,0,0,0,0,0,0,0.447332715,0,0,0.618638654,0,0,0,0.70025173,0.813264642,0,0,0,0,0.392427936,0,0,0,1.0589481,0,0,0,0,0,0,0,0,0,0,0.219425124,0,0,0.341688276,0,0,0,0,0
"12.455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398148788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140639692,0,0,0,0,0,0,0,0
"12.66740741",0,0,0,0,0,0,0,0.28667881,0.873080242,0,0,0.760162119,0.649578199,0,0,0,0,0.137553109,0,0,0.64725697,0,1.019291009,0,0,0,0,0,0,0.271955586,0,0,0.652305593,0.233464568,0,0,0,0.629893243,0,0,0,0,0,0,0.791817414,0.402656482,0,0,0,0,0,0.692482372,0.373751016,0.586249043,0,0,0,0,0,0,0.719449843,0.711039355,0.826435908,0.772844195,0.629550469,0.430969891,0.936469729,0.169338771,0,0,0,0,0,0.555201187,0.200539697,0.490145275,0,0,0,0,0,0
"12.72882353",0,0,0,0,0,0,0,0,0.812172458,0,0,0,0.258005774,0,0,0,0,0.096061816,0,0,0.448296272,0,0,0,0,0,0,0,0,0,0,0,0.18354619,0.099883795,0,0,0,0,0,0,0,0,0.854616697,0,0,0.323815522,0,0,0,0,0,0,0.347629423,0,0,0,0,0,0,0,0,0.879143447,0.407583206,0.466506385,0.466803242,0,0,0.227392113,0,0,0,0.252173277,0,0,0.217914126,0.456775925,0,0,0,0,0,0
"12.79166667",0,0,0,0,0,0,0,0.319390195,0.805558241,0,0,0.541458992,0.392260392,0,0,0,0,0,0,0,0.49412984,0,0,0,0,0,0,0,0,0,0,0,0.336006961,0.143697829,0,0,0,0,0,0,0,0,0,0,0,0.290455697,0,0,0,0,0,0,0.384896783,0,0,0,0,0,0,0,0,0,0.571409596,0,0,0,0,0,0,0,0,0,0,0.165031697,0.105083051,0,0,0,0,0,0,0
"13.12375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964327534,0,0.801484998,0,0,0,0,0.463213934,0,0,0.081108523,0,0,0,0.299478105,0,0,0,0.38884991,0,0,0,0.405105698,0,0.537485239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452713046,0,0.502242165,0,0.447782496,0,0.069402479,0,0,0,0.324169203,0.954156612,0,0,0.924034779,0,0,0,0,0,0.472602249
"13.18133333",0,0,0,0,0,0,0,0,1.23988716,0,0,0.783659705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002122364,0,0,0.210401909,0,0,0,0,0,0,0.677110746,0,0.655948519,0,0,0.170655072,0,0,0,0,0,0,0.699063929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076462575,0,0.737242065,0,0.498885543,0,0.188221909,0.333555794,0,0,0,0.563547751,0,0,0.510313801
"13.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56408365,0,0,0,0,0,0,0,0.136626017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
