"","comp","mean"
"1","19.72268293",15.5373170731707
"2","15.45769231",12.2542857142857
"3","26.78859155",11.9706451612903
"4","16.3974359",11.3025
"5","19.52538462",10.8733333333333
"6","21.405",8.494375
"7","37.56363636",6.48
"8","15.62272727",6.48
"9","33.63655172",6.27666666666667
"10","30.80365385",6.03136363636364
"11","20.361875",5.34375
"12","17.40942623",4.78761904761905
