"","het","NumComps","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"P44",1.054,27,2.31717541982801,-0.407741981983308,0.137826741505567,0.729189552195292,-1.17414338584549,-0.901308140620195,-1.66024997045964,0.465002702303354,-2.55954376202291,-0.508563398332886
"P45",0.93,79,0.893454548606715,2.86675602243401,-1.79861225496668,-1.67474109778088,0.083701569711107,-0.0205513414682355,-1.05893525024351,-1.49722964607859,-0.916260964361168,0.944575915172304
"P46",1.054,93,0.685839259821584,4.22231821241261,-1.64547502480723,-0.256243002465042,1.01649061327965,0.52591722289803,-1.67296593679982,0.537613680848007,-0.889965787503192,-0.000130629326151183
"P47",1.1119,36,1.58084662961134,-0.509187785638164,2.78924503946978,1.23013217366135,0.614468514028836,0.706449488283861,-1.65980062123927,0.893009621346936,0.516689826608243,-0.159552630734939
"P48",1.023,46,2.02177853461426,1.18043637453049,0.475454697252701,1.66914429324147,-1.7803210293071,0.384582358948493,0.580940514195843,-0.532876692497045,0.0895751333518698,0.518806013560294
"P5",0.93,20,3.36631090710291,-0.509306298689032,-0.745965744346809,0.819604730780903,-0.247932641470932,-0.0351707665346724,0.0489362920633148,0.860147045411754,0.826196501386043,0.316221906567512
"P6",1.147,30,-2.0441721410411,-1.02696729103199,1.12688738812262,1.23767221703548,-1.22131581427229,-0.890280618349966,-0.954293449380311,0.721335234712302,0.530237651271601,-1.17670899061989
"P7",1.075,17,-0.527030371805351,-1.78578706801093,0.140072737039711,0.287907384196805,0.764316623200015,-1.56898984287439,-0.0822186892475706,-0.103646989983626,0.821607942901062,-1.96114663400432
"P8",1.023,10,-0.902369378348887,-1.29455812540644,1.52856219231543,-2.13081149017013,2.43691884776969,1.72381560586606,0.535267544741338,1.34469751897316,-3.15774781671164,0.484578123016068
"P9",0.868,40,1.73544065834125,-0.891741135643427,0.848594292331715,-1.05715278084981,1.31132261813817,0.155741768287816,-0.681326066210951,1.27104717641588,0.420774519639576,0.441424242698035
