,M33,M43,M23,M36,M37,M5,P10,M2,P25,M17,P26,M10,P9,M31,M48,P35,P17,P31,P36,P29,P19,P27,P6,M35,M6,P45,M40,P15,P33,P39,P48,M45,M29,M18,M44,P2,P38,M15,P12,P20,M7,P24,P43,P41,P16,P37,M4,P3,P8,M30,M26,P7,M39,P21,P4,M28,P18,P47,P5,P46,M27,M46,M20,M47,M16,P30,M38,P40,P28,M24,M3,M19,P44,M25,M41,M14,M8,P23,M21,P14,M9,M12
P36,42.62295082,38.53211009,31.81818182,36.4640884,43.69747899,41.81818182,56.25,28.31858407,44.70588235,35.29411765,24.71910112,45.28301887,40.7079646,57.14285714,32.75862069,70.90909091,47.82608696,65.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P29,54.54545455,28.57142857,45.07042254,37.69633508,38.75968992,35,30.18867925,45.52845528,25.26315789,16.84210526,28.28282828,34.48275862,32.5203252,37.33333333,60.31746032,35,23.52941176,42.02898551,31.74603175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19,60.6557377,36.69724771,43.93939394,33.14917127,42.01680672,45.45454545,41.66666667,42.47787611,30.58823529,32.94117647,20.2247191,43.39622642,31.85840708,47.14285714,56.89655172,43.63636364,39.13043478,54.6875,44.82758621,53.96825397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P27,44.06779661,57.14285714,29.6875,28.24858757,62.60869565,56.60377358,47.82608696,33.02752294,41.97530864,29.62962963,37.64705882,49.01960784,55.04587156,47.05882353,44.64285714,43.39622642,43.18181818,50,37.5,36.06557377,44.64285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6,44.82758621,56.31067961,30.15873016,35.42857143,53.09734513,51.92307692,62.22222222,26.1682243,45.56962025,43.03797468,31.3253012,52,48.59813084,56.71641791,40,57.69230769,48.8372093,65.57377049,54.54545455,35,52.72727273,54.71698113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M35,40.36697248,47.91666667,31.93277311,35.71428571,54.71698113,45.36082474,60.24096386,34,55.55555556,41.66666667,31.57894737,51.61290323,54,55.11811024,34.95145631,70.10309278,53.16455696,60.86956522,60.19417476,33.62831858,42.7184466,56.56565657,61.8556701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6,44.23076923,30.76923077,49.12280702,24.5398773,35.64356436,30.43478261,33.33333333,40,32.8358209,26.86567164,16.90140845,29.54545455,42.10526316,36.06557377,44.89795918,39.13043478,37.83783784,43.63636364,38.7755102,42.59259259,48.97959184,44.68085106,41.30434783,54.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P45,40.96385542,33.9869281,43.18181818,40,36.80981595,32.46753247,27.14285714,36.94267516,18.60465116,13.95348837,18.04511278,32,35.66878981,38.04347826,31.25,31.16883117,23.52941176,33.72093023,28.75,40,37.5,33.33333333,31.16883117,29.93197279,26.76056338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M40,42.55319149,45.3125,35.7615894,41,57.97101449,49.6124031,41.73913043,40.90909091,30.76923077,23.07692308,33.33333333,40,46.96969697,40.25157233,44.44444444,41.86046512,32.43243243,39.45578231,34.07407407,42.75862069,38.51851852,47.32824427,44.96124031,49.18032787,34.18803419,40.22346369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15,30.47619048,41.30434783,22.60869565,15.85365854,43.1372549,38.70967742,43.03797468,22.91666667,38.23529412,14.70588235,47.22222222,31.46067416,47.91666667,29.26829268,40.4040404,34.40860215,26.66666667,36.03603604,28.28282828,42.20183486,30.3030303,50.52631579,36.55913978,41.86046512,34.56790123,22.37762238,40.6779661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P33,60.81081081,28.14814815,49.36708861,43.47826087,34.48275862,27.94117647,27.86885246,48.92086331,25.22522523,18.01801802,17.39130435,28.78787879,30.21582734,45.78313253,47.88732394,44.11764706,25.42372881,48.05194805,36.61971831,53.94736842,49.29577465,28.98550725,35.29411765,34.10852713,38.70967742,41.93548387,47.20496894,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39,47.19101124,35.15151515,36.17021277,59.07172996,36.57142857,33.73493976,34.21052632,31.95266272,28.36879433,21.27659574,20.68965517,34.56790123,37.86982249,59.18367347,34.88372093,51.80722892,27.02702703,57.60869565,46.51162791,39.56043956,39.53488372,32.14285714,45.78313253,41.50943396,28.57142857,47.22222222,43.97905759,27.09677419,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48,51.96850394,28.07017544,32.11678832,30.10752688,38.70967742,38.26086957,25.74257426,38.98305085,24.44444444,17.77777778,23.40425532,30.63063063,30.50847458,31.72413793,59.50413223,29.56521739,26.80412371,37.59398496,29.75206612,65.64885496,46.28099174,34.18803419,34.7826087,29.62962963,38.83495146,36.36363636,45.71428571,36.53846154,48.97959184,41.8079096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M45,30.96774194,39.43661972,27.87878788,36.44859813,40.78947368,41.95804196,29.45736434,28.76712329,22.03389831,20.33898305,26.2295082,40.28776978,32.87671233,48.55491329,25.5033557,40.55944056,25.6,45.96273292,37.58389262,30.18867925,34.89932886,40,34.96503497,36.76470588,21.3740458,46.63212435,34.52380952,18.18181818,35.42857143,42.92682927,28.57142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M29,41.05960265,26.08695652,33.54037267,36.19047619,31.08108108,31.65467626,20.8,35.21126761,19.29824561,14.03508772,20.33898305,25.18518519,28.16901408,30.76923077,48.27586207,27.3381295,21.48760331,31.84713376,23.44827586,55.48387097,35.86206897,31.20567376,27.3381295,25.75757576,33.07086614,43.38624339,39.02439024,32.8125,51.4619883,49.75124378,62.66666667,29.21348315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M18,33.33333333,47.19101124,28.57142857,28.57142857,46.46464646,40,63.15789474,25.80645161,55.38461538,36.92307692,40.57971014,44.18604651,45.16129032,46.66666667,35.41666667,60,41.66666667,48.14814815,54.16666667,26.41509434,33.33333333,47.82608696,60,62.65060241,41.02564103,20,40,40.50632911,29.50819672,35.52631579,23.76237624,27.90697674,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M44,33.00970874,51.11111111,21.23893805,20.98765432,50,52.74725275,46.75324675,25.53191489,39.39393939,27.27272727,48.57142857,39.08045977,51.06382979,36.36363636,41.2371134,43.95604396,35.61643836,42.20183486,35.05154639,39.25233645,28.86597938,45.16129032,46.15384615,47.61904762,22.78481013,25.53191489,46.55172414,60,30.89430894,28.75816993,39.21568627,29.23076923,31.74603175,46.75324675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,22.5,23.88059701,17.77777778,12.94964029,25.97402597,35.29411765,29.62962963,22.53521127,23.25581395,9.302325581,38.29787234,21.875,28.16901408,16.32653061,35.13513514,20.58823529,16,18.60465116,24.32432432,33.33333333,21.62162162,28.57142857,17.64705882,16.39344262,21.42857143,13.55932203,23.65591398,35.0877193,18,13.84615385,27.84810127,14.95327103,23.30097087,22.22222222,36.36363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38,44.44444444,44.24778761,39.70588235,44.32432432,40.6504065,38.59649123,50,37.60683761,42.69662921,31.46067416,27.95698925,45.45454545,51.28205128,68.05555556,46.66666667,75.43859649,41.66666667,74.24242424,63.33333333,41.53846154,46.66666667,44.82758621,59.64912281,61.68224299,43.1372549,34.14634146,43.16546763,34.95145631,47.94520548,53.40909091,38.4,41.83006536,33.55704698,56,41.58415842,20.51282051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M15,14.81481481,29.41176471,13.18681319,12.85714286,30.76923077,37.68115942,25.45454545,16.66666667,40.90909091,22.72727273,54.16666667,27.69230769,36.11111111,16.16161616,26.66666667,26.08695652,23.52941176,20.68965517,18.66666667,25.88235294,21.33333333,28.16901408,26.08695652,25.80645161,14.03508772,8.403361345,25.53191489,51.72413793,17.82178218,13.74045802,27.5,9.259259259,21.15384615,29.09090909,50,48.48484848,22.78481013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12,42.1875,45.2173913,34.7826087,40.64171123,40,43.10344828,47.05882353,33.61344538,43.95604396,32.96703297,25.26315789,42.85714286,48.7394958,69.8630137,44.26229508,72.4137931,42.85714286,77.6119403,60.6557377,36.36363636,47.54098361,45.76271186,62.06896552,58.71559633,44.23076923,28.91566265,41.13475177,34.28571429,44.59459459,53.93258427,36.22047244,37.41935484,29.13907285,49.01960784,38.83495146,20,73.01587302,22.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20,27.5862069,35.13513514,16.49484536,17.80821918,35.71428571,32,49.18032787,15.38461538,48,36,25.92592593,39.43661972,38.46153846,24.76190476,34.56790123,34.66666667,52.63157895,38.70967742,34.56790123,28.57142857,34.56790123,33.76623377,48,41.17647059,28.57142857,14.4,28,43.75,28.03738318,20.4379562,25.58139535,17.54385965,20,39.3442623,51.61290323,30.76923077,32.94117647,50,39.08045977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7,27.27272727,40,26.53061224,21.76870748,35.29411765,42.10526316,45.16129032,27.84810127,39.21568627,43.1372549,36.36363636,38.88888889,43.03797468,35.8490566,24.3902439,44.73684211,44.82758621,40.42553191,41.46341463,23.91304348,34.14634146,41.02564103,52.63157895,43.47826087,43.75,17.46031746,35.64356436,30.76923077,27.77777778,26.08695652,22.98850575,24.34782609,14.41441441,54.83870968,41.26984127,20,46.51162791,29.26829268,43.18181818,46.80851064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P24,58.33333333,33.64485981,38.46153846,34.63687151,35.8974359,37.03703704,36.17021277,37.83783784,31.3253012,26.5060241,25.28735632,38.46153846,25.22522523,44.92753623,61.40350877,46.2962963,37.77777778,53.96825397,40.35087719,56.4516129,61.40350877,36.36363636,40.74074074,45.54455446,39.58333333,34.17721519,42.10526316,37.11340206,58.57142857,41.17647059,55.46218487,35.37414966,46.15384615,29.78723404,33.68421053,22.22222222,52.54237288,21.91780822,46.66666667,35.44303797,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43,34.54545455,63.91752577,26.66666667,20.1183432,54.20560748,55.10204082,42.85714286,25.74257426,41.09589041,21.91780822,44.15584416,40.42553191,57.42574257,39.0625,32.69230769,44.89795918,32.5,46.55172414,38.46153846,35.0877193,32.69230769,50,53.06122449,46.15384615,32.55813953,31.08108108,50.40650407,45.97701149,33.84615385,37.5,42.20183486,39.41605839,36.09022556,40.47619048,54.11764706,25.80645161,44.44444444,38.0952381,49.09090909,37.68115942,42.85714286,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41,38.0952381,54.34782609,26.08695652,30.48780488,60.78431373,53.76344086,53.16455696,22.91666667,52.94117647,38.23529412,50,58.42696629,56.25,43.90243902,44.44444444,49.46236559,50.66666667,48.64864865,48.48484848,38.53211009,38.38383838,52.63157895,55.91397849,60.46511628,29.62962963,30.76923077,49.15254237,53.65853659,32,37.41935484,34.61538462,37.87878788,28.125,53.16455696,65,38.59649123,50.48543689,44.82758621,49.52380952,56.25,43.07692308,39.17525773,59.77011494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16,51.25,27.21088435,42.35294118,37.44292237,26.75159236,24.32432432,22.3880597,41.05960265,22.76422764,16.2601626,20.47244094,26.38888889,29.13907285,43.82022472,44.15584416,35.13513514,21.53846154,42.1686747,28.57142857,42.68292683,41.55844156,28,31.08108108,29.78723404,33.82352941,36.36363636,36.99421965,27.73722628,71.11111111,57.14285714,50.31446541,31.01604278,56.83060109,25.37313433,28.14814815,10.71428571,44.30379747,15.92920354,42.5,21.8487395,23.33333333,50,36.61971831,30.65693431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P37,36.52173913,58.82352941,33.6,28.73563218,66.07142857,60.19417476,42.69662921,37.73584906,33.33333333,25.64102564,39.02439024,42.42424242,62.26415094,45.11278195,40.36697248,50.48543689,32.94117647,54.54545455,38.53211009,38.65546218,44.03669725,60.95238095,54.36893204,50,37.36263736,33.9869281,54.6875,47.82608696,38.51851852,37.57575758,36.84210526,36.61971831,31.88405797,38.20224719,53.33333333,29.85074627,47.78761062,41.17647059,53.91304348,43.24324324,45.33333333,37.38317757,63.91752577,58.69565217,31.29251701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,21.42857143,28.16901408,12.76595745,13.98601399,32.09876543,38.88888889,34.48275862,18.66666667,42.55319149,25.53191489,50.98039216,26.47058824,40,15.68627451,28.20512821,30.55555556,29.62962963,22.22222222,30.76923077,29.54545455,23.07692308,29.72972973,25,33.84615385,16.66666667,14.75409836,30.92783505,45.90163934,21.15384615,19.40298507,26.5060241,14.41441441,22.42990654,31.03448276,50.84745763,55.55555556,26.82926829,70.27027027,21.42857143,46.51162791,31.81818182,26.31578947,42.42424242,52.45901639,18.96551724,39.43661972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,24,41.37931034,23.63636364,21.3836478,43.29896907,52.27272727,40.54054054,21.97802198,28.57142857,25.3968254,29.85074627,42.85714286,50.54945055,25.42372881,27.65957447,29.54545455,34.28571429,28.30188679,27.65957447,32.69230769,29.78723404,44.44444444,40.90909091,41.97530864,36.84210526,20.28985507,37.16814159,54.54545455,23.33333333,17.33333333,26.26262626,22.04724409,22.76422764,35.13513514,48,19.23076923,36.73469388,41.50943396,32,47.45762712,36.66666667,32.60869565,46.34146341,44.15584416,18.18181818,50.57471264,39.28571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8,12.34567901,29.41176471,15.38461538,14.28571429,30.76923077,31.88405797,29.09090909,19.44444444,27.27272727,27.27272727,25,33.84615385,44.44444444,18.18181818,13.33333333,26.08695652,27.45098039,20.68965517,21.33333333,14.11764706,18.66666667,39.43661972,28.98550725,45.16129032,31.57894737,13.44537815,27.65957447,34.48275862,13.86138614,12.21374046,10,18.51851852,7.692307692,29.09090909,35.71428571,18.18181818,22.78481013,35.29411765,24.69135802,45,43.90243902,21.91780822,34.92063492,34.48275862,10.61946903,35.29411765,37.83783784,52.83018868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M30,38.9380531,40,27.64227642,39.53488372,40,39.6039604,43.67816092,25,39.47368421,34.21052632,25,55.67010309,36.53846154,61.06870229,35.51401869,57.42574257,48.19277108,65.54621849,48.59813084,39.31623932,52.3364486,42.7184466,61.38613861,57.44680851,29.21348315,29.13907285,36.50793651,28.88888889,37.59398496,45.39877301,37.5,37.14285714,33.82352941,43.67816092,43.18181818,15.38461538,59.45945946,24.24242424,60.17699115,44.44444444,35.61643836,45.71428571,37.89473684,48.88888889,37.24137931,44,26.08695652,28.23529412,24.24242424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M26,33.33333333,51.68539326,17.85714286,22.36024845,54.54545455,57.77777778,44.73684211,21.50537634,43.07692308,21.53846154,60.86956522,37.20930233,55.91397849,30,35.41666667,40,33.33333333,35.18518519,35.41666667,35.8490566,31.25,52.17391304,44.44444444,43.37349398,28.20512821,27.14285714,46.95652174,48.10126582,27.86885246,28.94736842,35.64356436,29.45736434,28.8,44.73684211,59.74025974,40.74074074,38,47.27272727,39.21568627,42.62295082,41.93548387,36.17021277,64.28571429,63.29113924,25.37313433,60.6741573,55.17241379,43.24324324,36.36363636,34.48275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7,27.36842105,48.7804878,24.76190476,25.97402597,41.30434783,43.37349398,46.37681159,27.90697674,55.17241379,41.37931034,41.93548387,43.03797468,53.48837209,38.9380531,35.95505618,45.78313253,40,45.54455446,40.4494382,28.28282828,29.21348315,49.41176471,43.37349398,52.63157895,36.61971831,19.54887218,38.88888889,41.66666667,29.56521739,27.5862069,25.53191489,27.86885246,22.03389831,46.37681159,48.57142857,25.53191489,55.91397849,41.66666667,52.63157895,44.44444444,50.90909091,27.5862069,51.94805195,58.33333333,28.34645669,56.09756098,43.1372549,47.76119403,37.5,37.5,49.27536232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M39,40.98360656,38.53211009,30.3030303,47.51381215,36.97478992,38.18181818,41.66666667,31.85840708,30.58823529,25.88235294,20.2247191,43.39622642,35.39823009,58.57142857,44.82758621,67.27272727,41.30434783,70.3125,50,42.85714286,48.27586207,32.14285714,54.54545455,46.60194175,28.57142857,31.25,38.51851852,30.3030303,46.47887324,50,36.36363636,38.9261745,31.72413793,45.83333333,39.17525773,18.91891892,70,24,63.93442623,39.50617284,39.02439024,52.63157895,32.69230769,44.44444444,38.96103896,42.20183486,23.07692308,34.04255319,21.33333333,63.55140187,29.16666667,35.95505618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P21,43.2,44.64285714,37.03703704,34.7826087,47.54098361,46.01769912,50.50505051,27.5862069,43.18181818,29.54545455,28.26086957,42.20183486,50,54.54545455,40.33613445,63.71681416,42.10526316,59.54198473,55.46218487,38.75968992,38.65546218,59.13043478,54.86725664,69.81132075,55.44554455,30.67484663,42.02898551,52.94117647,38.62068966,41.14285714,33.87096774,40.78947368,31.08108108,54.54545455,42,20.77922078,60.16260163,23.07692308,64,35.71428571,42.35294118,46.15384615,44.85981308,50.98039216,33.12101911,50,24.69135802,49.48453608,35.8974359,45.45454545,42.42424242,50,53.78151261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,18.18181818,48,18.36734694,14.96598639,40,47.36842105,45.16129032,20.25316456,47.05882353,19.60784314,43.63636364,38.88888889,50.63291139,28.30188679,34.14634146,34.21052632,27.5862069,29.78723404,31.70731707,26.08695652,24.3902439,41.02564103,34.21052632,43.47826087,25,17.46031746,37.62376238,49.23076923,20.37037037,18.84057971,20.68965517,22.60869565,21.62162162,45.16129032,57.14285714,45,34.88372093,53.65853659,36.36363636,51.06382979,37.5,30,51.42857143,58.46153846,18.33333333,48,54.54545455,53.33333333,53.65853659,30.1369863,61.29032258,58.18181818,29.26829268,42.35294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M28,22.72727273,40.33613445,21.12676056,26.17801047,44.96124031,50,24.52830189,24.3902439,23.15789474,27.36842105,34.34343434,41.37931034,32.5203252,30.66666667,25.3968254,26.66666667,23.52941176,26.08695652,23.80952381,27.94117647,23.80952381,34.42622951,30,33.62831858,12.96296296,25.88235294,38.62068966,23.85321101,21.05263158,26.37362637,32.0610687,35.22012579,29.67741935,26.41509434,41.12149533,16.66666667,27.69230769,25.88235294,25.75757576,17.58241758,23.91304348,24.19354839,36.84210526,38.53211009,24.3902439,36.97478992,22.72727273,30.76923077,21.17647059,29.05982906,39.62264151,28.28282828,25.3968254,27.90697674,28.26086957,,,,,,,,,,,,,,,,,,,,,,,,,,,
