Sequence,M33,M43,M23,M36,M37,M5,P10,M2,P25,M17,P26,M10,P9,M31,M48,P35,P17,P31,P36,P29,P19,P27,P6,M35,M6,P45,M40,P15,P33,P39,P48,M45,M29,M18,M44,P2,P38,M15,P12,P20,M7,P24,P43,P41,P16,P37,M4,P3,P8,M30,M26,P7,M39,P21,P4,M28,P18,P47,P5,P46,M27,M46,M20,M47,M16,P30,M38,P40,P28,M24,M3,M19,P44,M25,M41,M14,M8,P23,M21,P14,M9,M12
F(family),1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1
