,M33,M43,M23,M36,M37,M5,P10,M2,P25,M17,P26,M10,P9,M31,M48,P35,P17,P31,P36,P29,P19,P27,P6,M35,M6,P45,M40,P15,P33,P39,P48,M45,M29,M18,M44,P2,P38,M15,P12,P20,M7,P24,P43,P41,P16,P37,M4,P3,P8,M30,M26,P7,M39,P21,P4,M28,P18,P47,P5,P46,M27,M46,M20,M47,M16,P30,M38,P40,P28,M24,M3,M19,P44,M25,M41,M14,M8,P23,M21,P14,M9,M12
M47,8.616896675,16.68379141,0.1247207,0.094363547,28.23874419,8.869159395,44.66424477,0.130860577,35.30669681,0.144695171,22.52884523,10.52603687,5.001051944,18.06006682,10.8948087,21.77379791,12.9860283,12.52344627,11.11100783,16.83414412,0.15446598,20.5727208,20.77578337,40.45175061,0.113972563,16.09528111,7.803207638,39.34756512,21.76881856,10.42763842,22.09804666,19.99773932,14.80889927,44.13873774,25.45998794,0.187725598,30.84031748,0.180573371,16.7509447,18.38202223,9.549027385,17.05988023,11.3324353,25.70654785,25.91842812,3.852815663,0.167868206,33.51234622,0.193135761,30.05598177,17.99978077,18.67067211,17.88408196,23.18756032,21.15105586,1.892395539,22.03453707,40.01083839,12.63212403,12.46315619,10.31683562,7.838765847,14.27150959,,,,,,,,,,,,,,,,,,,
M16,34.5954122,11.85506558,8.972402046,10.74228373,18.9285242,4.422097009,37.51305621,9.409716174,39.10496452,26.29187406,30.00208882,23.06391646,13.41711239,34.50872241,14.05358075,59.6480245,42.68814068,42.86718068,48.09080079,16.0384462,22.81766077,18.15446351,36.29008447,48.10788522,5.511041302,34.2555119,4.661707568,19.43645103,28.30474013,35.88835945,16.11790858,42.42279346,5.413803384,51.33018267,16.05162575,12.09188295,66.23125635,0.178107117,46.76523243,35.26355627,43.47350665,22.815416,11.17253535,35.55738738,27.1269278,9.519989194,10.8290737,14.69133892,28.3252478,51.51129035,14.84136542,27.67043399,51.25880842,37.8629358,0.187535961,7.58957274,45.29472756,13.34326082,0.164173502,17.61662345,15.33227223,9.334529414,38.2521306,27.46228032,,,,,,,,,,,,,,,,,,
P30,31.86630475,23.97988368,11.61118796,12.2916409,35.21440287,31.26395544,27.05923104,14.94595808,55.82394737,25.14315508,33.68612856,22.84059411,37.98904224,47.29108162,14.48201131,69.03788147,34.48640064,51.44905941,36.95529556,21.86392664,23.13138733,34.45983005,39.01589514,60.2384765,10.18266298,30.98319132,13.77307297,39.99447397,31.88208825,41.79138213,19.5267269,53.39299022,26.07752228,55.60426392,37.29994491,0.186321883,56.86846496,23.20961369,42.89431924,31.4197062,33.60747269,24.01342185,26.43272832,50.44972392,35.05088821,33.48066105,21.58751038,17.41670519,23.68295007,58.78532293,37.33261313,41.72526041,46.89802567,47.77397217,34.59405445,19.43261693,33.30481203,31.66325252,21.38292552,18.78765656,46.07922422,9.670746426,34.69431015,18.01098566,56.49090292,,,,,,,,,,,,,,,,,
M38,30.69220728,13.97458587,10.55558308,15.22470872,26.73016221,17.64178979,17.18445993,11.0230207,44.75645073,23.66169935,23.41569691,15.35558079,22.0150335,28.1702304,11.33891943,67.99292077,38.99643159,34.13174283,35.64165298,21.91409323,20.51374025,25.211619,22.42969334,47.8315331,5.066411544,25.14529178,10.66931108,23.65548012,29.88146651,28.33871293,14.38383996,38.57439027,21.05614699,49.30242738,26.47890122,0.161803137,50.46390763,21.74809753,35.67473057,34.17447944,33.5694512,24.79942011,19.58736268,42.02151123,26.85863631,23.64318006,20.40964898,16.85529907,24.67727259,38.4093007,28.48994465,30.94152177,52.23669049,33.99197748,17.0638855,18.80913908,36.29199631,18.63660239,20.15974515,11.66095703,30.59509924,2.137616507,39.11824918,10.54736681,54.12872357,59.66117728,,,,,,,,,,,,,,,,
P40,8.628235549,24.41958786,4.650865249,12.42136539,35.91333544,24.75243484,13.35670716,10.5316478,30.04476957,3.326559872,23.65467397,21.59268034,36.77092902,16.95434631,12.98628927,22.44648993,3.314994801,31.8042529,6.798098553,23.25207943,8.83220209,33.50137947,16.32566423,25.45740923,7.520642635,21.33586846,44.27610555,36.72278851,12.77350966,20.47203096,7.468052508,30.72199495,25.24755612,29.06482991,29.90980121,0.172163874,21.7034789,26.29008741,17.34558514,3.678828889,23.8576157,4.991696353,17.80808817,38.52480766,14.18627943,34.62894614,23.69572429,32.7826715,0.176703406,14.9569467,31.6218904,37.43123142,13.0784745,27.64291386,28.05916936,22.42063614,9.391169699,24.72630515,26.5772457,22.76488148,37.38504032,30.37575614,7.413530425,11.64050811,16.98495442,28.25437281,19.00343726,,,,,,,,,,,,,,,
P28,18.10875526,11.06179916,0.143690617,13.05737243,34.17739243,29.68625983,7.568410193,7.462244004,28.86892518,15.11729971,24.20209358,27.16028837,27.41079026,17.38267366,18.75557798,31.8800948,18.55628252,22.22828911,11.30905041,30.25566857,27.85685276,36.18726716,22.37847877,29.73745551,6.321893173,19.04767915,14.81642857,28.92723815,14.34795281,28.00466516,16.86058892,39.53816255,43.5002091,32.57159746,44.75276048,0.234279523,25.66063681,34.88547545,25.26370448,21.35470704,17.22042177,15.25135222,19.29720981,55.47388071,22.35465402,37.33923236,31.145246,30.58032116,9.048702029,39.95657089,33.69821058,28.17030644,29.50932697,23.16819766,24.83714207,27.90417221,24.43172661,17.37763677,34.75921105,12.27278059,41.00442076,6.576628641,20.34954091,2.714706213,25.22770278,42.56203591,35.95852832,35.74005065,,,,,,,,,,,,,,
M24,21.70075421,10.48594762,11.72902227,12.97741416,24.91346345,7.915753392,17.34136871,10.69246652,8.546001454,18.9710064,20.69031921,13.89110615,9.219718117,12.51657122,37.12650065,9.922831931,23.84256385,16.51311251,7.765125723,23.53953146,23.41007463,18.89661381,13.07012214,19.76758604,19.98817888,22.62203551,13.68074187,25.44532177,35.57286294,30.46007431,33.30724482,22.28693151,39.79950285,13.26367713,10.64926147,0.124697577,19.43844015,0.12150088,14.91774339,24.82105535,13.92885204,32.06574374,5.180214757,14.56822564,45.96768867,15.2761093,0.11561319,18.67218458,0.127061849,23.21595415,9.004228327,10.7429158,24.17453221,24.86713496,12.1070161,6.773441015,26.74708151,18.46386108,16.24015997,27.11584058,13.13462617,26.78977969,9.479822987,21.94874958,11.07284482,14.88027505,8.247202209,11.16503559,18.11444593,,,,,,,,,,,,,
M3,0.19076743,10.55451595,0.138335554,0.101955539,25.32085587,18.44724914,7.02366807,0.1459299,20.8193766,0.163346244,20.71145446,0.194939413,17.33194067,15.9901451,0.135541993,20.88923291,7.295594491,5.673873024,0.104957352,34.13914075,0.175907627,18.08096185,0.189624293,13.21570836,0.125235978,0.185255855,11.20340441,38.14204398,9.926093707,0.155326199,25.04058765,15.28517607,34.93338356,16.46083869,53.04310418,0.220370695,0.133763262,68.2490256,11.54956311,14.78194596,0.144806328,10.39445213,18.15936572,30.73803601,11.72203394,30.11270799,29.52165443,34.77080288,0.227863649,25.84988824,32.83224853,17.26505527,9.837458068,10.21691554,23.33906022,17.8482857,0.17886598,16.72310028,40.84524043,0.12514329,32.52531191,9.847657856,0.169914577,12.44286273,0.153644322,20.00379793,19.07949888,22.89061323,44.5780228,8.771127608,,,,,,,,,,,,
M19,27.94953727,9.536908792,10.92766535,16.67988916,16.26843545,14.56019285,13.62057297,10.68540697,7.190122898,7.72592949,6.479317075,20.00840425,4.144898717,15.13707312,21.16955717,20.02031729,19.88130291,23.55523107,14.17513767,23.86610997,24.00767336,14.18257905,18.04082441,15.75822803,11.16756975,32.79474156,15.08738949,20.62191331,37.4911316,47.97852397,53.7764135,25.22016808,43.69363756,16.10744201,21.82420661,0.193329183,22.91034795,0.185752214,20.871737,23.06883039,15.7463878,30.50060361,12.32258802,17.37019382,59.85142494,12.54577006,0.172334906,11.73197848,0.199072093,34.07622318,13.2015853,6.006461458,34.1084122,17.05266987,1.672444166,10.71893911,10.14291921,7.479991381,24.12983088,33.85790032,20.32735105,17.42079328,8.529592246,18.09035252,18.15923973,25.08693315,16.37829867,11.04667918,18.30265709,47.57892455,12.74890522,,,,,,,,,,,
P44,14.12543423,39.26743521,0.154789418,7.615729455,44.21010463,39.07808951,21.0370178,7.09621902,48.47297062,0.186791754,40.5740673,16.78493194,22.81044906,17.28559898,10.92698632,40.38589482,8.59414408,30.86455423,12.25780886,23.98346764,15.67103241,32.16567117,35.73639138,37.0090006,0.138571019,31.72266923,19.40560431,41.69032114,19.99956294,26.53790613,23.54050949,46.00737492,29.68586124,34.15348434,47.48304196,0.2652943,25.35139859,29.00455228,19.70455151,13.04340701,8.334482276,30.23922146,37.54449301,41.52132453,21.98632528,35.4948113,26.24131532,19.7833568,0.27622938,31.6101856,48.35908053,26.6085563,19.08609676,29.33501706,28.18856455,20.3989859,12.56548822,34.68610187,33.57462812,23.1460883,43.75737097,15.80403659,0.195430806,22.57801121,22.27638664,46.2109813,25.41115038,34.42573181,41.57147722,15.41507574,27.62919563,18.91418311,,,,,,,,,,
M25,32.24916788,17.26383703,7.107477837,11.34555199,17.73233701,14.22566003,30.58980972,7.503231348,39.62418687,28.76348428,31.15084788,27.04098646,23.27752196,40.37997061,18.30015262,44.0999328,36.33270079,53.59482236,33.42401702,12.72245849,18.46860356,32.94027544,36.457629,41.29053544,21.37316719,27.57938774,5.090119552,28.00208294,19.54001033,38.78081185,25.03255197,30.49459694,6.178233548,40.27887248,16.0864575,0.22515363,42.71718354,0.21494269,49.36003823,32.83971965,33.34843215,22.45289676,38.17874926,33.0130654,35.02816432,31.36132136,0.197178689,0.153664182,28.45042252,52.01422239,29.82915231,40.45918024,42.39759658,45.28938748,14.8862776,6.148324268,31.78362201,11.8696306,21.871693,11.29265737,27.32266757,3.652822781,38.09241803,14.50670343,49.16163063,59.31687077,38.50048223,11.72632028,17.0155315,5.927893443,0.18029899,20.64687494,18.7544725,,,,,,,,,
M41,20.03963726,54.02580273,4.150007702,20.86072106,51.44060175,42.79655166,24.7915487,2.713607086,58.58626783,28.54304592,33.59941885,51.54477635,31.52169807,38.85404366,12.27080568,38.34920376,14.68914978,24.14432647,16.82128922,24.22706897,9.587334307,40.60641556,25.16319555,42.34261999,7.085182686,32.52882085,20.74764134,49.69929673,12.66957254,28.83814855,11.98089384,53.40762766,31.73361114,40.710864,43.49732584,0.219980264,28.01098309,32.78514776,33.94466661,11.13354261,13.07865766,8.925768743,32.7431238,63.10839609,17.43385365,42.9379095,29.47571835,25.52405398,5.084107661,25.28076394,45.39366541,49.42779636,17.58250432,41.80235806,33.10317989,36.8652359,16.32968401,35.01221565,30.61559877,13.3479631,56.51787446,9.63519462,13.27979227,17.77636301,24.69941955,46.55622593,31.31943406,46.79249583,46.28103631,11.30657372,27.59862829,16.9443891,43.71486631,25.51097193,,,,,,,,
M14,13.52729232,9.150650517,0.126392018,8.313533541,6.112177462,4.41579844,18.09787412,0.132701715,20.28884276,46.09938242,25.39082674,13.60188139,8.767364479,14.32762661,28.44488315,24.90644644,50.97590239,19.24583379,19.33726743,13.46648128,9.764225347,8.864583695,20.8202112,27.38363544,5.627204521,10.22483512,2.561533416,11.93372334,18.50093018,20.29495348,18.6851457,15.92664516,27.54690348,22.29210861,9.53769694,0.191537827,24.20011611,0.184097919,20.58158479,56.30478056,25.11903973,23.16249519,0.190402988,18.65276618,21.81451299,6.023326012,0.17091005,13.48930476,26.86897068,44.59251628,0.178900116,18.57419321,42.32399526,19.38785949,0.194189697,3.816915305,31.47154941,0.127622406,24.86006723,0.115287964,5.521084139,15.2435845,30.06034115,16.02644916,27.45530533,25.82100334,24.77901315,3.237284571,16.25559363,32.59208725,12.65140956,20.04709021,0.179939546,28.03325496,10.51035542,,,,,,,
M8,17.92573755,9.748656477,0.129627461,8.473021015,27.76703104,16.81482577,12.4799988,0.136272823,39.91594788,27.80464467,34.35484408,14.08021881,25.15257691,14.65762007,10.62608281,46.15829116,30.46066443,29.17592439,21.73870796,30.84017774,12.61525734,39.86977346,16.9887163,44.83356494,24.48806685,10.85692771,10.74512927,36.08770787,13.24241455,21.3555062,9.013298841,30.5499924,28.5598903,40.74135296,25.48787433,0.199067427,30.22717722,32.38622871,36.1476531,40.87606861,29.01802841,7.440506179,38.18441938,47.13190069,23.29049663,52.29892428,26.98587565,21.24190994,30.53459487,28.35267734,40.59720289,55.66604741,29.4176519,41.48959451,21.0503868,20.663482,43.11103013,15.65988425,43.71133169,0.117973846,35.00112911,0.087846604,44.12212639,0.144561522,36.9504988,54.66655439,56.36739257,24.57677049,46.00601558,9.240069757,26.49766737,8.223064629,21.53929376,48.81623749,35.08921286,28.98773617,,,,,,
P23,16.56074996,9.159542588,45.1280324,15.30731203,10.49777365,17.78312682,0.142853645,36.85187455,0.137393649,0.126137083,12.4070815,8.790243731,17.66309959,17.29399014,29.15725807,16.61984917,0.125728071,28.64736643,7.59855704,20.93322124,24.95766696,27.59453441,19.80540729,7.903351654,28.14569621,25.13963461,15.17336179,16.69948633,33.5778524,32.2717441,32.73948468,19.83776435,23.61651846,4.996040129,5.303520607,0.157636062,18.00559216,0.152561884,31.90770984,0.138504135,15.99656554,27.90435349,31.10286445,3.24611877,45.25959455,31.98082984,0.143392689,6.274197848,6.936781046,18.9355146,16.41410047,13.33163965,16.14305215,28.69847122,0.15942787,4.584511967,0.135195503,7.888693573,23.73915285,43.81266734,14.67680009,22.7569433,0.130018251,0.121392037,8.73514676,11.68514255,9.673976823,8.873961049,10.81374405,36.62635015,0.134252389,39.42356952,13.53799167,20.56271061,6.705298627,0.122974768,12.7912183,,,,,
M21,21.87064957,38.85642782,3.369000709,19.60102102,21.83857051,21.69549567,27.54579101,3.528364695,47.61546669,41.69161089,19.92201111,43.8327223,18.79986716,44.42429404,16.4492846,28.99205912,31.36141411,47.49323657,22.53394363,5.563333674,7.882380298,35.08439944,37.25055661,39.04660378,19.21513862,19.89545885,6.273158451,25.63407438,20.69444369,29.45230054,17.59047896,38.01379662,7.571002541,33.22666608,6.991032785,0.177365932,34.72799711,0.170967865,54.47263138,41.84358781,38.93758927,21.71451385,30.44622272,29.89736942,31.82838693,29.22067425,0.15953565,0.129796855,23.61054194,35.3089731,26.26424599,47.24823379,32.48462752,52.61832175,21.75500462,13.40765645,49.09314211,12.26233445,14.73451202,5.302885363,25.61885417,2.272324221,26.06474519,15.50103803,31.68849568,38.50978782,28.85110132,10.14856314,13.86490071,21.09658501,0.148302114,16.82585316,18.53638797,57.66964142,36.86889136,24.51856289,37.9438398,21.32587799,,,,
P14,0.256207136,0.220473229,0.169781979,6.413360718,0.214838562,0.272985374,27.58949912,0.181366013,19.27522889,16.65771433,0.19860519,12.77892231,6.298403773,11.80450924,4.519598615,13.49139932,25.68727569,11.04555555,9.729774864,18.21626309,0.23010147,9.106872374,19.29347396,15.35618021,0.150465703,0.246363246,1.595245172,17.08739011,14.96586512,15.6250985,22.81087683,11.660137,21.93084937,12.21165167,14.47584227,0.312605954,12.98273287,0.293263175,10.52306811,55.34140707,14.31232781,12.77345565,0.309594361,13.81499467,18.70455736,0.22111053,0.261161689,18.66957767,26.12556712,40.02881954,0.280290595,11.97847859,27.15373601,16.68364351,0.319732106,0.14136596,18.73875868,0.172009592,19.54883322,0.150331928,0.300074198,0.104613768,17.52479893,22.38919985,15.41209098,15.52183688,13.39889873,0.179389658,9.238769194,12.91351204,18.5951548,17.19641381,0.282850497,18.93666063,5.18402721,49.05084845,16.63549207,0.163672444,14.74344651,,,
M9,19.94804182,39.70818414,18.62330977,6.866675548,46.98625858,33.72505135,24.90435484,20.36078108,35.5531629,0.137512732,28.47098861,11.75507707,32.53991672,19.74103839,29.40257824,30.70409658,11.58292963,25.77398414,13.11339979,32.1741624,18.76472874,34.7068978,25.24513589,27.06403166,0.109468899,22.18654725,23.75019041,43.44332786,23.95174848,26.64059843,32.58927497,30.46542232,38.3185187,37.53971499,46.84625185,0.175811896,25.80467975,24.67138382,19.88335394,15.27374295,5.049599256,35.82106409,24.94983184,39.83528571,31.61909717,30.07345352,29.3813369,24.50486427,0.180548491,31.48422546,36.70269293,24.04628407,28.75776776,22.74663132,25.55989693,21.72944606,14.10702301,33.79216776,43.71122295,26.30760436,38.78893776,14.37257018,0.142138348,22.02608044,18.2828901,37.32650148,27.91777328,32.07133331,39.46044545,21.7907839,27.97291391,27.76406433,54.08606345,19.23832552,39.83930848,11.05687969,19.99517381,25.77096884,17.07475827,8.339200608,,
M12,20.63879069,26.42388044,4.137350291,17.06740011,14.92343091,13.28141426,18.06128781,8.215061576,20.47732496,13.50438575,20.93615251,21.50534424,4.825297426,28.64288918,19.35258113,18.38381087,18.42257857,48.43062142,14.23216036,14.34170846,15.45736172,35.66496876,38.59703469,17.43895206,12.63723335,17.06860832,7.178978992,21.24928178,20.69168465,35.65558778,28.36371144,30.24783135,11.26972208,17.03667303,5.912264207,0.195306174,22.8417677,0.187576546,40.57402623,26.31750018,26.77154143,32.22572826,32.26566998,18.66864586,31.15406068,25.62581289,0.173904092,0.139150736,18.21338271,30.19826702,33.00161541,19.15512866,29.05797799,38.59175253,0.198064169,4.612182539,25.56421007,4.453628371,18.74490195,20.51833316,18.22304353,8.977258544,23.05099227,4.911211412,22.95535688,23.40923617,22.41759816,11.35478094,18.6812383,20.61536412,0.160640074,21.63795773,31.33543902,35.49894027,16.31380677,13.10585956,24.47019876,32.20836173,45.71589203,16.30612485,24.47888598,
