,M33,M43,M23,M36,M37,M5,P10,M2,P25,M17,P26,M10,P9,M31,M48,P35,P17,P31,P36,P29,P19,P27,P6,M35,M6,P45,M40,P15,P33,P39,P48,M45,M29,M18,M44,P2,P38,M15,P12,P20,M7,P24,P43,P41,P16,P37,M4,P3,P8,M30,M26,P7,M39,P21,P4,M28,P18,P47,P5,P46,M27,M46,M20,M47,M16,P30,M38,P40,P28,M24,M3,M19,P44,M25,M41,M14,M8,P23,M21,P14,M9,M12
M15,23.71014263,32.03470348,16.33091349,17.40315459,42.91854986,45.56593977,29.45264428,19.43520841,42.0777147,23.12699666,54.88698857,30.08759414,42.96620465,18.81801127,40.49778322,33.06080265,25.46892572,22.1086965,25.53352389,50.60684244,23.87781151,34.64060026,30.59233756,28.84544583,17.49021822,12.26358344,36.31529885,52.82058659,30.43454947,27.11839038,44.74057834,14.03068934,55.33168499,33.11186268,53.21722143,46.976653,27.2970434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12,38.60228079,38.7670657,29.6637697,31.76660152,33.26954317,34.81624633,41.79841324,29.12101389,46.80092566,37.63803565,28.75518948,35.91046408,45.78033145,59.75749467,35.76559964,67.65980174,43.85949473,62.96426248,57.72490778,29.6906456,42.63591018,37.75823456,53.23490565,57.55046719,38.97274356,18.46451991,27.31905588,35.31133059,47.79213864,43.86478605,29.06560066,29.97536025,24.9456971,52.8046615,42.35256708,22.44585834,65.45807959,28.80120895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20,35.71650326,33.13760179,15.74862387,26.0372078,32.45269055,33.81651425,46.75814031,14.31175789,47.75883624,32.63577364,26.87384498,34.52065995,37.71621755,30.58161767,35.57200357,40.65569935,49.25735086,41.79726023,38.60653043,32.41148083,36.21396356,32.71997159,45.0337952,44.45444448,27.03939273,14.90983112,25.89321923,45.15594726,40.43374824,38.70806611,34.61605535,18.46178706,36.50443137,42.35516567,49.43158138,31.86608462,38.42644688,46.67926688,44.54424573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7,27.87241373,35.37417404,29.55680866,22.86163752,33.43270325,31.57741871,36.09852682,25.87348929,37.93128354,40.5365035,30.37948714,30.51944652,46.5498134,40.53292255,23.48225603,46.54478481,40.83205476,40.10224713,41.67260593,21.97782578,32.2982618,38.26252057,48.66254864,39.29393318,37.20643306,15.48990899,29.18989969,25.54110579,32.81751682,25.39352272,22.37087755,20.77915075,17.10287037,53.8496393,37.48793265,23.94914391,47.33932025,29.3142478,46.73532502,40.11888445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P24,46.2325291,26.11245465,28.81068624,22.34842357,22.27416198,27.33683818,32.769086,32.28309637,30.54469238,21.70585761,23.78213325,24.91463295,23.60194859,31.27996275,55.17140678,41.6229349,35.14053503,40.7072723,36.22916808,44.30103896,53.70474783,25.05532373,33.0406694,40.40850564,30.15659661,21.91617605,27.54731049,33.29438736,63.27904951,41.90079128,47.0284491,27.44654277,43.66825347,28.22168718,30.81523323,25.49906193,46.32469342,28.77007792,41.66339611,40.07725706,20.15342972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43,34.60336994,59.27459971,23.83201304,23.43600905,49.08614611,51.54213109,41.95111509,19.02314314,39.73436655,28.74517291,46.51018854,39.01916375,48.81672612,36.11910682,37.17835871,41.44999275,37.73198336,36.80746776,34.73576959,35.9743815,32.83211873,45.32023333,50.03439171,41.89812918,32.76368023,22.73212281,40.35789715,43.08790595,32.89402555,34.46210277,47.86823037,27.67786261,40.42307134,41.55279322,56.11917359,28.80709786,43.03491416,43.05245564,44.3836918,38.0190402,43.88351655,28.86229099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41,43.36611636,46.47694457,20.25178822,37.62593863,62.32573444,52.28286014,48.72633774,22.11086569,47.68716355,36.43109954,48.51073649,49.60906546,54.42159039,40.5743501,42.71350718,46.29706969,50.63921066,45.47886332,43.84318975,45.55539529,34.46287757,50.55570721,48.80993731,48.30895765,23.78124933,27.57479884,44.14537697,52.22346857,34.9531136,44.34014916,39.32027852,35.53094741,44.27354515,45.28477748,65.3685165,43.75478131,43.8132504,51.75463007,43.70327519,52.05597364,38.01074226,32.0440422,54.45382512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16,51.94586463,30.89561566,33.86106838,26.06295973,22.98381811,25.97133055,30.28381767,29.69439642,33.25795395,23.32776901,28.20415135,27.09412317,27.61844115,34.88494169,50.07262189,37.20906983,33.5638843,39.72822171,31.63177384,48.10038392,47.18242828,25.62370177,36.34491439,34.19758209,34.71042269,20.80706663,28.72687267,34.92497766,64.17433078,55.57547678,58.72342736,22.35781297,56.1125537,30.41129207,39.73988849,26.66286831,43.2511684,32.32389489,39.95695136,39.21494191,29.10798492,54.083475,41.02183805,36.17382045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P37,29.43511837,47.44430271,24.13341741,27.13094675,63.81044893,54.49110525,37.56714795,30.56678196,35.19053833,29.46648135,49.81874818,37.8557715,59.04746336,37.62640014,35.8366374,46.70386814,33.41639358,40.03396615,34.77363185,46.4916679,33.61600871,55.35642569,44.37604927,41.91309543,31.40664951,25.37442232,45.32533233,46.13627881,34.05312125,28.86788599,34.85456945,29.35971925,44.14899279,41.89454217,51.84204146,37.42110408,41.36524887,57.31616924,46.96338335,36.44657937,44.70644516,25.68169988,59.74694793,57.69832582,28.41558348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,31.26569077,36.64444972,12.7994172,18.62551293,46.21839188,47.50955358,39.61057686,21.60711256,42.48606079,26.42839168,52.73751341,29.19846201,49.13407766,21.15621791,40.69174548,38.33157876,32.11944253,23.78692508,37.94066342,45.65747285,24.67820861,35.30966003,31.41534971,38.64625799,18.48213351,19.98927142,42.7681999,50.48714417,30.93486463,32.80663841,47.2075739,19.08985139,50.61543413,37.09614702,59.8599919,56.81846018,31.3906472,65.78323608,29.9703478,42.6180415,36.82391483,29.78473669,54.03338555,62.17589289,34.90589338,54.37967535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,22.9021032,34.48721369,16.57159228,25.5414219,34.37429844,40.44097431,35.29879773,19.44070208,28.76715405,23.20990028,27.11568046,33.33864789,51.35122031,23.78890933,27.67602558,31.95177105,32.70389788,25.30041821,26.87249853,31.71554435,27.16057822,38.35361481,37.60815561,39.95048916,34.99048125,14.18036662,27.84513518,49.34018407,26.91633772,21.71563027,27.53177614,19.64887907,32.28944681,36.84707066,43.86573085,20.09453744,33.64188066,40.44451293,35.22037218,46.1321735,31.35926029,33.94573572,40.44191688,41.00103191,24.70318146,41.50636227,40.99868746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8,12.71350397,20.66750757,13.597609,15.67671023,25.21587008,26.1421846,25.97794413,19.77142829,26.24691027,28.16119435,19.4916199,23.89211221,48.51430473,25.90091863,10.64597272,34.61526142,30.14756516,24.08387513,27.64394746,12.52066541,16.28934137,31.98280063,28.85050537,42.01622988,30.01406878,13.21896724,21.22164997,31.68721389,20.23489821,14.80602092,9.467633924,20.7489904,10.94970102,35.17166299,32.72208502,19.23188115,29.1401622,25.62745879,34.31668574,38.53573244,42.09683419,22.41097498,29.22970909,31.70288418,13.25149166,31.10165927,32.54965886,50.64776901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M30,36.93942539,35.76656733,24.79794797,34.790042,36.13238458,35.82076576,41.12411746,20.36694023,40.93669069,39.14627998,24.44755052,42.32844192,35.98218128,55.87317547,28.81965432,52.69611876,53.60120653,56.67893055,47.1743811,34.36534595,47.60017116,36.22186646,54.23514714,51.97576401,24.44681736,19.2681971,27.60341302,30.35854637,40.57335819,46.09060564,31.84227314,29.38089466,32.18080488,44.09112624,41.62890421,17.27699608,56.34951838,28.43227801,57.88174706,49.62407323,38.64052148,38.65191084,37.50083848,42.8305933,41.9318659,37.4426012,29.78671058,29.86165395,30.72717939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M26,33.71245312,46.65997543,16.22631727,20.72627821,56.60522191,53.45371181,42.21436362,23.27152406,43.18772257,26.42426796,60.96275976,33.11036089,53.5157109,27.51401963,42.04642829,40.10628627,34.47844775,29.89883837,34.4969786,46.97811328,30.34904829,48.01796807,41.59897202,41.84730759,24.88663325,25.6519947,46.90392643,49.17290959,32.42829414,36.5109777,44.7921363,29.12038971,49.68382283,41.28484049,57.39359259,46.29236553,35.30549296,59.07423378,36.93216211,37.57822422,36.58045945,32.0538707,63.09215511,64.49980279,34.74959213,65.06925061,67.85285908,37.41758709,28.38064679,32.54167541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7,30.1459902,41.28088738,19.28013831,30.17519073,40.50494954,39.7896102,43.29079402,25.72429703,50.2906669,39.79548182,38.16420709,37.04195284,51.57156397,43.20707861,33.1768981,49.40013531,42.15028783,45.44019313,41.49638717,30.27765995,29.43076012,43.13963379,41.39499443,51.27126929,31.84694009,13.88109919,33.8068345,40.0834359,35.76346383,30.34848425,25.73216024,28.81935328,28.36751307,47.54270962,47.26455766,26.266592,51.28958017,39.58690943,60.55575299,41.73764227,46.48753342,28.57955949,45.31186101,50.03402891,31.79953229,51.90624968,43.74665639,44.44810893,39.61128822,39.79057915,43.42300322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M39,35.88486077,27.85800306,22.87685701,32.37568782,28.45270028,28.59771722,32.09764024,22.48870272,32.37332288,28.85075403,17.28226674,32.14609183,31.5753907,47.69891503,32.18387942,58.88965627,42.17780604,56.9155227,46.6259564,33.40870502,37.18016814,26.13843215,39.97153334,42.31926056,18.93163494,19.64621732,24.34572755,31.06183897,47.37736555,39.90517793,28.68909585,31.59901083,27.53714855,43.96407395,41.24409231,19.232406,62.43651303,27.37168445,58.01805287,45.36760023,36.29376189,48.74837052,30.34944318,41.79510555,39.7807874,31.57139978,26.45023689,36.14620381,31.80693586,60.83166664,25.60787378,36.66053941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P21,32.48398305,38.03061982,26.03354105,25.70415712,34.2240078,36.51952668,44.71763014,19.84539851,41.96724192,27.47175083,30.13473372,29.38280312,42.92055093,45.96845121,30.25331493,52.01464331,36.03151329,47.62114328,43.39432361,28.14143463,29.681833,49.07871001,43.62190815,62.70102665,51.6291071,17.40344645,24.31437918,52.92401292,34.56363415,32.62589905,22.61169848,32.91790649,22.95878728,49.81185937,35.18318345,19.98754409,48.34875667,23.86387366,55.09569872,36.75719565,34.00816993,36.16707152,37.07003633,41.31575702,30.76117905,38.57136598,25.34386787,47.53477574,42.77829337,37.54699581,35.39252445,45.98370519,43.58812196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,18.66846483,40.2606149,12.42607289,13.97983819,37.3089489,44.36252655,44.46480648,18.93737985,39.73679033,18.81438523,39.86459724,25.64278634,46.60973075,28.2342274,34.25115253,36.30068547,24.04527613,27.92939793,31.82875129,27.79155243,21.53134506,41.44273577,32.19519876,45.96539142,21.15961298,13.48041452,33.08922944,48.49779251,24.18557192,23.02883949,26.95730961,23.4185827,29.89337822,47.17576977,51.95047295,47.55858041,30.9901061,45.26105258,37.60165401,41.85680264,29.37808225,29.65878943,46.99216375,49.35080005,22.01034097,44.75230374,53.54758334,46.89884736,39.68282164,26.8651998,53.65847233,46.47335254,31.61425593,43.72747143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M28,19.71742744,33.93124918,16.07642691,24.85735514,50.23602729,46.30913655,22.5280949,19.15503965,27.1330212,30.65863654,38.28279693,37.27655885,31.80527115,29.41511256,18.7222039,22.24843766,19.35194147,22.92845829,21.65985763,30.21295598,20.05354942,32.92214154,24.62255799,22.81806076,7.183391229,30.6858002,31.92782339,27.00238548,13.77328942,22.92207449,22.96343975,39.29041587,33.40986318,20.20384504,33.34398919,22.2262091,20.62971033,35.85431543,20.19583162,14.93059504,18.65672158,15.20634854,29.44261713,39.89991614,15.39871813,42.26518219,32.30293011,25.53422432,20.97949143,21.83565422,39.45454754,26.96926922,20.07935183,20.21770005,26.67062528,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18,41.15943649,35.37554686,21.84747144,26.46879092,40.04309827,34.48446512,45.29727521,17.74612441,50.58423615,34.93073712,30.13988717,37.82310168,46.58112113,35.00999031,35.60734093,45.87841638,51.29964742,43.68706145,43.26267948,28.82281259,35.33359051,43.74047404,47.78480732,58.45221261,34.53858155,17.56829019,29.12613952,46.61840971,38.3380096,41.99416791,30.10185496,18.43064814,29.44657503,53.94908071,45.84041916,23.70440699,46.26503218,38.8771336,49.52812205,69.05278533,41.26997739,36.77273152,41.85033161,56.06909815,35.19864586,37.60273537,42.16291369,45.72831562,44.48273431,49.33391166,38.98772283,44.76414871,43.37321744,45.48025984,42.36512719,17.4080511,,,,,,,,,,,,,,,,,,,,,,,,,,
P47,32.99103531,52.92585399,24.27677423,20.80707224,55.63775674,50.59057338,52.05329811,22.37061584,48.60611874,30.46878542,41.5101027,38.9998773,56.44806101,41.65083463,32.08630462,45.10731285,30.60811673,41.36852258,41.61121868,27.81239142,33.67394929,47.1196524,49.29174529,53.23747959,32.79171195,24.25138442,32.47064284,49.43836941,29.39646736,34.15562027,26.32627406,33.06643879,27.98456419,47.73868744,45.79676172,22.03315089,39.188992,38.94706265,39.9021233,36.62426745,35.74410432,25.91250469,52.56045386,45.37530153,25.22224015,53.45916067,41.35333581,48.16946092,37.99791326,33.24332956,47.38781173,45.47448315,28.52945336,47.34788137,50.70318026,30.34529984,44.96024527,,,,,,,,,,,,,,,,,,,,,,,,,
